X	Y	R	G	B
0.77	0.82	196	210	0
0.77	0.83	197	213	0
0.77	0.84	197	216	1
0.77	0.85	197	220	1
0.77	0.86	197	221	1
0.77	0.87	198	224	1
0.77	0.88	198	227	1
0.77	0.89	198	228	1
0.77	0.9	198	231	1
0.77	0.91	199	234	1
0.77	0.92	199	235	1
0.77	0.93	199	238	1
0.77	0.94	199	241	1
0.77	0.95	199	244	1
0.77	0.96	198	246	1
0.77	0.97	198	249	0
0.77	0.98	197	251	0
0.77	0.99	197	252	0
0.77	1.0	197	252	0
0.78	0.0	199	5	1
0.78	0.01	199	6	1
0.78	0.02	199	7	1
0.78	0.03	199	9	1
0.78	0.04	200	11	1
0.78	0.05	200	14	1
0.78	0.06	200	16	1
0.78	0.07	200	18	1
0.78	0.08	200	21	1
0.78	0.09	200	23	1
0.78	0.1	200	26	1
0.78	0.11	200	29	1
0.78	0.12	200	30	1
0.78	0.13	200	33	1
0.78	0.14	200	36	1
0.78	0.15	200	39	1
0.78	0.16	200	40	1
0.78	0.17	200	43	1
0.78	0.18	200	46	1
0.78	0.19	200	48	1
0.78	0.2	200	51	0
0.78	0.21	200	54	0
0.78	0.22	200	55	0
0.78	0.23	201	58	0
0.78	0.24	202	62	0
0.78	0.25	202	65	0
0.78	0.26	202	66	0
0.78	0.27	201	70	0
0.78	0.28	200	73	1
0.78	0.29	200	75	1
0.78	0.3	199	78	1
0.78	0.31	199	81	1
0.78	0.32	199	83	1
0.78	0.33	199	86	1
0.78	0.34	199	89	1
0.78	0.35	199	90	1
0.78	0.36	199	93	1
0.78	0.37	199	96	1
0.78	0.38	199	99	2
0.78	0.39	199	100	2
0.78	0.4	199	103	2
0.78	0.41	199	106	2
0.78	0.42	199	107	2
0.78	0.43	200	110	2
0.78	0.44	200	113	2
0.78	0.45	200	116	1
0.78	0.46	200	117	1
0.78	0.47	200	121	1
0.78	0.48	199	124	1
0.78	0.49	199	125	1
0.78	0.5	199	128	1
0.78	0.51	200	131	1
0.78	0.52	200	132	0
0.78	0.53	200	135	0
0.78	0.54	200	138	1
0.78	0.55	201	141	1
0.78	0.56	201	143	1
0.78	0.57	201	146	1
0.78	0.58	201	149	1
0.78	0.59	201	151	1
0.78	0.6	202	154	1
0.78	0.61	202	157	1
0.78	0.62	202	158	1
0.78	0.63	202	161	1
0.78	0.64	201	164	1
0.78	0.65	200	168	1
0.78	0.66	200	170	0
0.78	0.67	199	173	0
0.78	0.68	199	176	0
0.78	0.69	199	178	0
0.78	0.7	199	181	0
0.78	0.71	199	184	0
0.78	0.72	199	185	0
0.78	0.73	199	188	0
0.78	0.74	199	191	0
0.78	0.75	199	194	0
0.78	0.76	199	195	0
0.78	0.77	199	198	0
0.78	0.78	199	201	0
0.78	0.79	199	202	0
0.78	0.8	199	205	0
0.78	0.81	199	208	0
0.78	0.82	200	209	0
0.78	0.83	200	212	1
0.78	0.84	200	216	1
0.78	0.85	200	219	1
0.78	0.86	201	221	1
0.78	0.87	201	224	1
0.78	0.88	201	227	1
0.78	0.89	201	228	1
0.78	0.9	201	231	1
0.78	0.91	202	234	1
0.78	0.92	202	235	1
0.78	0.93	202	238	1
0.78	0.94	202	240	1
0.78	0.95	202	244	1
0.78	0.96	202	246	1
0.78	0.97	201	249	0
0.78	0.98	201	251	0
0.78	0.99	201	251	0
0.78	1.0	201	252	0
0.79	0.0	201	5	1
0.79	0.01	201	6	1
0.79	0.02	201	7	1
0.79	0.03	201	9	1
0.79	0.04	202	11	1
0.79	0.05	202	14	1
0.79	0.06	202	16	1
0.79	0.07	202	18	1
0.79	0.08	202	21	1
0.79	0.09	202	23	1
0.79	0.1	202	26	1
0.79	0.11	202	29	2
0.79	0.12	202	30	2
0.79	0.13	202	33	2
0.79	0.14	202	36	2
0.79	0.15	202	38	1
0.79	0.16	202	40	1
0.79	0.17	202	43	1
0.79	0.18	202	46	1
0.79	0.19	202	48	1
0.79	0.2	202	51	1
0.79	0.21	202	54	0
0.79	0.22	202	55	0
0.79	0.23	203	58	0
0.79	0.24	203	62	0
0.79	0.25	203	65	0
0.79	0.26	203	66	0
0.79	0.27	203	69	0
0.79	0.28	202	73	1
0.79	0.29	202	75	1
0.79	0.3	201	78	1
0.79	0.31	201	81	1
0.79	0.32	201	82	1
0.79	0.33	201	86	1
0.79	0.34	201	88	1
0.79	0.35	201	90	1
0.79	0.36	201	93	2
0.79	0.37	201	96	2
0.79	0.38	201	99	2
0.79	0.39	201	100	2
0.79	0.4	201	103	2
0.79	0.41	201	106	2
0.79	0.42	201	107	2
0.79	0.43	202	110	2
0.79	0.44	202	113	2
0.79	0.45	202	116	2
0.79	0.46	202	117	1
0.79	0.47	201	120	1
0.79	0.48	201	124	1
0.79	0.49	201	125	1
0.79	0.5	201	128	1
0.79	0.51	202	131	0
0.79	0.52	202	132	0
0.79	0.53	202	135	0
0.79	0.54	202	138	1
0.79	0.55	202	141	1
0.79	0.56	203	143	1
0.79	0.57	203	146	1
0.79	0.58	203	149	1
0.79	0.59	203	151	1
0.79	0.6	203	153	1
0.79	0.61	203	156	1
0.79	0.62	203	158	1
0.79	0.63	203	161	1
0.79	0.64	203	164	1
0.79	0.65	202	167	1
0.79	0.66	202	169	0
0.79	0.67	201	173	0
0.79	0.68	200	176	0
0.79	0.69	200	177	0
0.79	0.7	201	180	0
0.79	0.71	201	184	0
0.79	0.72	201	185	0
0.79	0.73	201	188	0
0.79	0.74	201	191	0
0.79	0.75	201	194	0
0.79	0.76	201	195	0
0.79	0.77	201	198	0
0.79	0.78	201	201	0
0.79	0.79	201	202	0
0.79	0.8	201	205	0
0.79	0.81	201	208	0
0.79	0.82	201	209	0
0.79	0.83	202	212	1
0.79	0.84	202	216	1
0.79	0.85	202	219	1
0.79	0.86	202	221	1
0.79	0.87	203	224	2
0.79	0.88	203	226	2
0.79	0.89	203	228	2
0.79	0.9	203	231	2
0.79	0.91	203	233	1
0.79	0.92	204	235	1
0.79	0.93	204	237	1
0.79	0.94	204	240	1
0.79	0.95	204	244	1
0.79	0.96	203	245	1
0.79	0.97	203	248	1
0.79	0.98	202	251	0
0.79	0.99	202	251	0
0.79	1.0	202	251	0
0.8	0.0	205	5	2
0.8	0.01	205	6	2
0.8	0.02	205	7	2
0.8	0.03	206	9	2
0.8	0.04	206	11	2
0.8	0.05	206	14	1
0.8	0.06	206	15	1
0.8	0.07	206	18	2
0.8	0.08	206	21	2
0.8	0.09	206	22	2
0.8	0.1	206	25	2
0.8	0.11	206	28	2
0.8	0.12	206	30	2
0.8	0.13	206	32	2
0.8	0.14	206	35	2
0.8	0.15	206	38	2
0.8	0.16	206	40	2
0.8	0.17	206	42	2
0.8	0.18	206	46	1
0.8	0.19	206	47	1
0.8	0.2	206	50	1
0.8	0.21	206	53	1
0.8	0.22	206	55	1
0.8	0.23	207	58	0
0.8	0.24	207	61	0
0.8	0.25	207	64	0
0.8	0.26	207	65	1
0.8	0.27	206	69	1
0.8	0.28	205	72	1
0.8	0.29	205	74	1
0.8	0.3	204	77	1
0.8	0.31	204	80	1
0.8	0.32	204	82	1
0.8	0.33	205	85	2
0.8	0.34	205	88	2
0.8	0.35	205	90	2
0.8	0.36	206	92	2
0.8	0.37	205	95	2
0.8	0.38	205	98	3
0.8	0.39	205	100	3
0.8	0.4	205	103	3
0.8	0.41	205	105	3
0.8	0.42	206	107	3
0.8	0.43	206	110	3
0.8	0.44	206	112	2
0.8	0.45	206	115	2
0.8	0.46	206	117	2
0.8	0.47	206	120	2
0.8	0.48	206	123	1
0.8	0.49	206	125	1
0.8	0.5	206	128	1
0.8	0.51	206	130	1
0.8	0.52	206	132	1
0.8	0.53	206	135	1
0.8	0.54	206	137	1
0.8	0.55	206	141	1
0.8	0.56	206	142	1
0.8	0.57	206	145	1
0.8	0.58	206	149	1
0.8	0.59	207	150	1
0.8	0.6	207	153	1
0.8	0.61	207	156	1
0.8	0.62	207	157	1
0.8	0.63	207	160	1
0.8	0.64	206	163	1
0.8	0.65	206	166	1
0.8	0.66	205	168	1
0.8	0.67	204	172	0
0.8	0.68	204	175	0
0.8	0.69	204	177	0
0.8	0.7	204	180	0
0.8	0.71	205	183	0
0.8	0.72	205	185	0
0.8	0.73	205	188	0
0.8	0.74	205	190	1
0.8	0.75	205	193	1
0.8	0.76	205	195	1
0.8	0.77	205	198	1
0.8	0.78	205	201	1
0.8	0.79	205	202	1
0.8	0.8	205	205	1
0.8	0.81	205	208	1
0.8	0.82	206	209	1
0.8	0.83	206	212	1
0.8	0.84	206	215	1
0.8	0.85	206	218	2
0.8	0.86	206	220	2
0.8	0.87	206	223	2
0.8	0.88	206	226	2
0.8	0.89	206	227	2
0.8	0.9	207	230	2
0.8	0.91	207	233	2
0.8	0.92	207	234	2
0.8	0.93	207	237	2
0.8	0.94	207	239	2
0.8	0.95	207	243	1
0.8	0.96	207	245	1
0.8	0.97	206	248	1
0.8	0.98	206	250	0
0.8	0.99	206	250	0
0.8	1.0	206	251	0
0.81	0.0	209	5	2
0.81	0.01	209	6	2
0.81	0.02	209	6	2
0.81	0.03	210	8	2
0.81	0.04	210	11	2
0.81	0.05	210	14	2
0.81	0.06	210	15	2
0.81	0.07	210	18	2
0.81	0.08	210	21	2
0.81	0.09	210	22	2
0.81	0.1	210	25	3
0.81	0.11	210	28	3
0.81	0.12	210	29	3
0.81	0.13	210	32	3
0.81	0.14	210	35	3
0.81	0.15	210	38	3
0.81	0.16	210	39	3
0.81	0.17	210	42	2
0.81	0.18	210	45	2
0.81	0.19	210	47	2
0.81	0.2	210	50	1
0.81	0.21	210	53	1
0.81	0.22	210	54	1
0.81	0.23	210	57	1
0.81	0.24	211	60	1
0.81	0.25	211	63	1
0.81	0.26	210	65	1
0.81	0.27	210	68	1
0.81	0.28	209	72	1
0.81	0.29	208	73	1
0.81	0.3	208	77	1
0.81	0.31	208	80	2
0.81	0.32	208	81	2
0.81	0.33	209	85	2
0.81	0.34	209	88	2
0.81	0.35	209	89	2
0.81	0.36	210	92	3
0.81	0.37	210	95	3
0.81	0.38	209	98	3
0.81	0.39	209	100	3
0.81	0.4	209	102	4
0.81	0.41	209	105	4
0.81	0.42	210	107	3
0.81	0.43	210	109	3
0.81	0.44	210	112	3
0.81	0.45	210	115	3
0.81	0.46	210	117	2
0.81	0.47	210	120	2
0.81	0.48	210	123	2
0.81	0.49	210	125	1
0.81	0.5	210	127	1
0.81	0.51	210	130	1
0.81	0.52	210	132	1
0.81	0.53	210	135	1
0.81	0.54	210	137	1
0.81	0.55	210	140	1
0.81	0.56	210	142	1
0.81	0.57	210	145	1
0.81	0.58	210	148	2
0.81	0.59	210	149	2
0.81	0.6	210	152	2
0.81	0.61	210	155	2
0.81	0.62	210	156	2
0.81	0.63	210	159	1
0.81	0.64	210	162	1
0.81	0.65	209	166	1
0.81	0.66	209	168	1
0.81	0.67	208	172	1
0.81	0.68	208	175	0
0.81	0.69	208	176	0
0.81	0.7	208	179	0
0.81	0.71	209	183	1
0.81	0.72	209	184	1
0.81	0.73	209	187	1
0.81	0.74	209	190	1
0.81	0.75	209	193	1
0.81	0.76	209	195	1
0.81	0.77	209	198	1
0.81	0.78	209	200	1
0.81	0.79	209	202	1
0.81	0.8	209	205	1
0.81	0.81	209	207	1
0.81	0.82	210	209	1
0.81	0.83	210	212	1
0.81	0.84	210	215	2
0.81	0.85	209	218	2
0.81	0.86	209	219	2
0.81	0.87	210	222	2
0.81	0.88	210	225	2
0.81	0.89	210	227	2
0.81	0.9	210	229	2
0.81	0.91	210	232	2
0.81	0.92	210	233	2
0.81	0.93	211	236	2
0.81	0.94	211	239	2
0.81	0.95	210	242	2
0.81	0.96	210	244	1
0.81	0.97	210	247	1
0.81	0.98	209	249	0
0.81	0.99	209	250	0
0.81	1.0	209	250	0
0.82	0.0	211	5	2
0.82	0.01	211	6	2
0.82	0.02	211	6	2
0.82	0.03	211	8	2
0.82	0.04	212	11	2
0.82	0.05	212	14	2
0.82	0.06	212	15	2
0.82	0.07	212	18	2
0.82	0.08	212	21	3
0.82	0.09	212	22	3
0.82	0.1	212	25	3
0.82	0.11	212	28	3
0.82	0.12	212	29	3
0.82	0.13	212	32	3
0.82	0.14	212	35	3
0.82	0.15	212	38	3
0.82	0.16	212	39	3
0.82	0.17	212	42	3
0.82	0.18	212	45	2
0.82	0.19	212	47	2
0.82	0.2	212	50	2
0.82	0.21	212	53	2
0.82	0.22	212	54	1
0.82	0.23	212	57	1
0.82	0.24	212	60	1
0.82	0.25	212	63	1
0.82	0.26	212	65	1
0.82	0.27	211	68	1
0.82	0.28	211	71	1
0.82	0.29	210	73	2
0.82	0.3	210	76	2
0.82	0.31	210	79	2
0.82	0.32	210	81	2
0.82	0.33	210	84	2
0.82	0.34	211	88	3
0.82	0.35	211	89	3
0.82	0.36	211	92	3
0.82	0.37	211	95	3
0.82	0.38	211	98	4
0.82	0.39	211	100	4
0.82	0.4	211	102	4
0.82	0.41	211	105	4
0.82	0.42	211	107	4
0.82	0.43	211	109	4
0.82	0.44	212	112	3
0.82	0.45	212	115	3
0.82	0.46	212	117	3
0.82	0.47	211	120	2
0.82	0.48	211	123	2
0.82	0.49	211	125	2
0.82	0.5	212	127	1
0.82	0.51	212	130	1
0.82	0.52	212	132	1
0.82	0.53	212	135	1
0.82	0.54	212	137	1
0.82	0.55	212	140	1
0.82	0.56	212	142	1
0.82	0.57	212	145	2
0.82	0.58	212	148	2
0.82	0.59	212	149	2
0.82	0.6	212	152	2
0.82	0.61	212	155	2
0.82	0.62	212	156	2
0.82	0.63	212	159	1
0.82	0.64	211	162	1
0.82	0.65	211	166	1
0.82	0.66	210	168	1
0.82	0.67	209	171	1
0.82	0.68	209	174	0
0.82	0.69	209	176	0
0.82	0.7	210	179	1
0.82	0.71	210	183	1
0.82	0.72	211	184	1
0.82	0.73	211	187	1
0.82	0.74	211	190	1
0.82	0.75	211	193	1
0.82	0.76	211	195	1
0.82	0.77	211	197	1
0.82	0.78	211	200	1
0.82	0.79	211	202	1
0.82	0.8	211	205	1
0.82	0.81	211	208	1
0.82	0.82	211	209	1
0.82	0.83	211	212	2
0.82	0.84	211	215	2
0.82	0.85	211	218	2
0.82	0.86	211	219	2
0.82	0.87	211	222	2
0.82	0.88	211	225	2
0.82	0.89	211	226	2
0.82	0.9	212	229	2
0.82	0.91	212	232	2
0.82	0.92	212	233	2
0.82	0.93	212	236	2
0.82	0.94	212	239	2
0.82	0.95	212	242	2
0.82	0.96	212	244	1
0.82	0.97	211	247	1
0.82	0.98	211	249	1
0.82	0.99	211	250	0
0.82	1.0	211	250	0
0.83	0.0	214	5	3
0.83	0.01	214	6	3
0.83	0.02	214	6	3
0.83	0.03	214	8	3
0.83	0.04	214	11	3
0.83	0.05	214	14	2
0.83	0.06	214	15	2
0.83	0.07	214	18	3
0.83	0.08	214	21	3
0.83	0.09	214	22	3
0.83	0.1	214	25	3
0.83	0.11	214	28	3
0.83	0.12	214	29	3
0.83	0.13	215	32	3
0.83	0.14	215	35	3
0.83	0.15	215	38	3
0.83	0.16	215	40	3
0.83	0.17	215	43	3
0.83	0.18	215	46	3
0.83	0.19	215	47	3
0.83	0.2	215	50	2
0.83	0.21	215	53	2
0.83	0.22	215	54	2
0.83	0.23	215	57	2
0.83	0.24	215	60	2
0.83	0.25	215	63	2
0.83	0.26	215	65	2
0.83	0.27	214	68	2
0.83	0.28	213	71	2
0.83	0.29	213	73	2
0.83	0.3	213	76	2
0.83	0.31	213	79	2
0.83	0.32	213	81	2
0.83	0.33	213	84	3
0.83	0.34	214	88	3
0.83	0.35	214	89	3
0.83	0.36	214	92	3
0.83	0.37	214	95	3
0.83	0.38	214	98	4
0.83	0.39	214	100	4
0.83	0.4	214	102	4
0.83	0.41	214	105	4
0.83	0.42	214	107	4
0.83	0.43	214	109	3
0.83	0.44	214	112	3
0.83	0.45	214	115	3
0.83	0.46	214	117	3
0.83	0.47	214	120	2
0.83	0.48	214	124	2
0.83	0.49	214	125	2
0.83	0.5	215	128	1
0.83	0.51	215	131	1
0.83	0.52	215	132	1
0.83	0.53	215	135	1
0.83	0.54	215	138	1
0.83	0.55	215	141	1
0.83	0.56	215	142	2
0.83	0.57	215	145	2
0.83	0.58	215	148	2
0.83	0.59	215	149	2
0.83	0.6	215	152	2
0.83	0.61	215	155	2
0.83	0.62	215	156	2
0.83	0.63	215	159	2
0.83	0.64	214	162	1
0.83	0.65	214	166	1
0.83	0.66	213	168	1
0.83	0.67	212	171	1
0.83	0.68	212	174	1
0.83	0.69	212	176	1
0.83	0.7	213	179	1
0.83	0.71	213	183	1
0.83	0.72	213	184	1
0.83	0.73	213	187	1
0.83	0.74	214	190	1
0.83	0.75	213	193	1
0.83	0.76	213	195	2
0.83	0.77	213	198	2
0.83	0.78	214	200	2
0.83	0.79	214	202	2
0.83	0.8	214	205	2
0.83	0.81	214	208	2
0.83	0.82	214	209	2
0.83	0.83	214	212	2
0.83	0.84	214	215	2
0.83	0.85	214	218	2
0.83	0.86	214	220	2
0.83	0.87	214	222	2
0.83	0.88	214	225	2
0.83	0.89	214	227	2
0.83	0.9	215	229	2
0.83	0.91	215	232	2
0.83	0.92	215	233	2
0.83	0.93	215	236	2
0.83	0.94	215	239	2
0.83	0.95	215	242	2
0.83	0.96	215	244	1
0.83	0.97	214	247	1
0.83	0.98	214	249	1
0.83	0.99	214	250	0
0.83	1.0	214	250	0
0.84	0.0	216	5	2
0.84	0.01	216	6	2
0.84	0.02	216	7	2
0.84	0.03	216	9	2
0.84	0.04	216	11	2
0.84	0.05	216	14	2
0.84	0.06	216	15	2
0.84	0.07	216	18	2
0.84	0.08	216	21	2
0.84	0.09	216	22	2
0.84	0.1	216	25	3
0.84	0.11	216	28	3
0.84	0.12	216	30	3
0.84	0.13	217	33	3
0.84	0.14	217	36	3
0.84	0.15	217	39	3
0.84	0.16	217	40	3
0.84	0.17	218	43	3
0.84	0.18	217	46	3
0.84	0.19	217	48	3
0.84	0.2	217	51	3
0.84	0.21	217	53	3
0.84	0.22	217	55	3
0.84	0.23	217	58	3
0.84	0.24	218	60	3
0.84	0.25	217	63	3
0.84	0.26	217	65	3
0.84	0.27	217	68	3
0.84	0.28	216	72	2
0.84	0.29	215	74	2
0.84	0.3	215	77	2
0.84	0.31	215	80	2
0.84	0.32	215	81	2
0.84	0.33	215	85	3
0.84	0.34	215	88	3
0.84	0.35	216	89	3
0.84	0.36	216	92	3
0.84	0.37	216	95	3
0.84	0.38	216	98	3
0.84	0.39	216	100	3
0.84	0.4	216	103	3
0.84	0.41	216	105	3
0.84	0.42	216	107	3
0.84	0.43	216	110	3
0.84	0.44	216	112	3
0.84	0.45	216	115	2
0.84	0.46	216	117	2
0.84	0.47	216	121	2
0.84	0.48	217	124	2
0.84	0.49	217	126	2
0.84	0.5	217	129	1
0.84	0.51	217	131	1
0.84	0.52	217	133	1
0.84	0.53	217	136	1
0.84	0.54	217	138	1
0.84	0.55	217	141	1
0.84	0.56	217	143	1
0.84	0.57	217	146	2
0.84	0.58	217	149	2
0.84	0.59	217	150	2
0.84	0.6	217	153	2
0.84	0.61	217	156	2
0.84	0.62	217	157	2
0.84	0.63	217	160	1
0.84	0.64	217	163	1
0.84	0.65	216	166	1
0.84	0.66	215	168	1
0.84	0.67	215	172	1
0.84	0.68	214	175	1
0.84	0.69	214	176	1
0.84	0.7	215	180	1
0.84	0.71	215	183	1
0.84	0.72	215	184	1
0.84	0.73	215	187	1
0.84	0.74	215	190	1
0.84	0.75	215	193	1
0.84	0.76	215	195	1
0.84	0.77	215	198	2
0.84	0.78	216	201	2
0.84	0.79	216	202	2
0.84	0.8	216	205	1
0.84	0.81	216	208	1
0.84	0.82	217	210	1
0.84	0.83	217	213	2
0.84	0.84	217	216	2
0.84	0.85	217	219	2
0.84	0.86	216	220	2
0.84	0.87	216	223	2
0.84	0.88	217	226	2
0.84	0.89	217	227	2
0.84	0.9	217	230	2
0.84	0.91	217	233	2
0.84	0.92	217	234	2
0.84	0.93	217	237	2
0.84	0.94	217	239	2
0.84	0.95	217	243	1
0.84	0.96	217	245	1
0.84	0.97	216	248	1
0.84	0.98	216	250	1
0.84	0.99	216	251	0
0.84	1.0	216	251	0
0.85	0.0	217	5	2
0.85	0.01	217	6	2
0.85	0.02	217	7	2
0.85	0.03	218	9	2
0.85	0.04	218	11	2
0.85	0.05	218	14	2
0.85	0.06	218	16	2
0.85	0.07	218	18	2
0.85	0.08	218	21	2
0.85	0.09	218	23	2
0.85	0.1	218	26	2
0.85	0.11	218	29	2
0.85	0.12	218	30	2
0.85	0.13	218	33	2
0.85	0.14	219	36	2
0.85	0.15	219	40	2
0.85	0.16	220	41	2
0.85	0.17	220	44	2
0.85	0.18	220	47	3
0.85	0.19	220	48	3
0.85	0.2	219	51	3
0.85	0.21	219	54	4
0.85	0.22	220	55	4
0.85	0.23	220	58	4
0.85	0.24	220	61	3
0.85	0.25	220	64	3
0.85	0.26	219	65	3
0.85	0.27	219	68	3
0.85	0.28	218	72	3
0.85	0.29	218	74	3
0.85	0.3	217	77	2
0.85	0.31	217	80	2
0.85	0.32	217	82	2
0.85	0.33	217	85	2
0.85	0.34	217	88	2
0.85	0.35	217	89	2
0.85	0.36	218	92	2
0.85	0.37	217	95	2
0.85	0.38	217	99	2
0.85	0.39	217	100	2
0.85	0.4	217	103	2
0.85	0.41	217	106	2
0.85	0.42	217	107	2
0.85	0.43	218	110	2
0.85	0.44	218	113	2
0.85	0.45	218	116	2
0.85	0.46	218	117	2
0.85	0.47	218	121	1
0.85	0.48	219	125	1
0.85	0.49	219	126	1
0.85	0.5	219	129	1
0.85	0.51	219	132	1
0.85	0.52	219	133	1
0.85	0.53	219	136	1
0.85	0.54	219	139	1
0.85	0.55	219	142	1
0.85	0.56	219	143	1
0.85	0.57	219	146	1
0.85	0.58	219	149	1
0.85	0.59	219	151	1
0.85	0.6	219	153	1
0.85	0.61	219	156	1
0.85	0.62	219	158	1
0.85	0.63	219	161	1
0.85	0.64	219	164	1
0.85	0.65	218	167	1
0.85	0.66	218	169	1
0.85	0.67	217	172	1
0.85	0.68	216	175	1
0.85	0.69	216	177	1
0.85	0.7	217	180	1
0.85	0.71	217	183	1
0.85	0.72	217	184	1
0.85	0.73	217	187	1
0.85	0.74	217	190	1
0.85	0.75	217	193	1
0.85	0.76	217	195	1
0.85	0.77	217	198	1
0.85	0.78	217	201	1
0.85	0.79	218	202	1
0.85	0.8	218	206	1
0.85	0.81	218	209	1
0.85	0.82	219	211	1
0.85	0.83	219	213	1
0.85	0.84	219	216	1
0.85	0.85	219	219	1
0.85	0.86	219	221	1
0.85	0.87	219	224	2
0.85	0.88	219	226	2
0.85	0.89	219	228	2
0.85	0.9	219	231	1
0.85	0.91	219	233	1
0.85	0.92	219	235	1
0.85	0.93	220	237	1
0.85	0.94	220	240	1
0.85	0.95	219	243	1
0.85	0.96	219	245	1
0.85	0.97	219	248	1
0.85	0.98	218	251	0
0.85	0.99	218	251	0
0.85	1.0	218	251	0
0.86	0.0	218	5	1
0.86	0.01	218	6	1
0.86	0.02	218	7	1
0.86	0.03	219	9	1
0.86	0.04	219	11	1
0.86	0.05	219	14	1
0.86	0.06	219	16	1
0.86	0.07	219	18	1
0.86	0.08	219	21	1
0.86	0.09	219	23	1
0.86	0.1	219	26	1
0.86	0.11	219	29	1
0.86	0.12	219	30	1
0.86	0.13	220	33	2
0.86	0.14	220	37	2
0.86	0.15	221	40	2
0.86	0.16	221	41	2
0.86	0.17	221	44	2
0.86	0.18	221	47	3
0.86	0.19	221	48	3
0.86	0.2	221	51	3
0.86	0.21	221	54	4
0.86	0.22	221	55	4
0.86	0.23	221	58	4
0.86	0.24	221	61	4
0.86	0.25	221	64	3
0.86	0.26	221	65	3
0.86	0.27	220	69	3
0.86	0.28	219	72	3
0.86	0.29	219	74	3
0.86	0.3	218	78	2
0.86	0.31	218	81	2
0.86	0.32	218	82	2
0.86	0.33	218	85	2
0.86	0.34	218	88	2
0.86	0.35	218	89	2
0.86	0.36	219	92	2
0.86	0.37	218	95	2
0.86	0.38	218	99	2
0.86	0.39	218	100	2
0.86	0.4	218	103	2
0.86	0.41	218	106	2
0.86	0.42	219	107	2
0.86	0.43	219	110	2
0.86	0.44	219	113	1
0.86	0.45	219	116	1
0.86	0.46	219	117	1
0.86	0.47	220	121	1
0.86	0.48	220	125	1
0.86	0.49	220	127	1
0.86	0.5	220	129	1
0.86	0.51	220	132	1
0.86	0.52	220	134	1
0.86	0.53	221	137	1
0.86	0.54	221	139	1
0.86	0.55	221	142	1
0.86	0.56	221	144	1
0.86	0.57	220	147	1
0.86	0.58	220	149	1
0.86	0.59	220	151	1
0.86	0.6	220	154	1
0.86	0.61	221	157	1
0.86	0.62	221	158	1
0.86	0.63	220	161	1
0.86	0.64	220	164	1
0.86	0.65	219	167	1
0.86	0.66	219	169	1
0.86	0.67	218	173	1
0.86	0.68	218	176	1
0.86	0.69	218	177	1
0.86	0.7	218	180	1
0.86	0.71	218	183	1
0.86	0.72	218	184	1
0.86	0.73	218	187	1
0.86	0.74	218	190	1
0.86	0.75	218	194	1
0.86	0.76	218	195	1
0.86	0.77	218	198	1
0.86	0.78	218	201	1
0.86	0.79	219	203	1
0.86	0.8	219	206	1
0.86	0.81	220	209	1
0.86	0.82	220	211	1
0.86	0.83	220	214	1
0.86	0.84	220	217	1
0.86	0.85	220	220	1
0.86	0.86	220	221	1
0.86	0.87	220	224	1
0.86	0.88	220	227	1
0.86	0.89	220	228	1
0.86	0.9	220	231	1
0.86	0.91	221	234	1
0.86	0.92	221	235	1
0.86	0.93	221	238	1
0.86	0.94	221	240	1
0.86	0.95	221	244	1
0.86	0.96	220	246	1
0.86	0.97	220	249	1
0.86	0.98	220	251	0
0.86	0.99	219	251	0
0.86	1.0	219	252	0
0.87	0.0	221	5	1
0.87	0.01	221	6	1
0.87	0.02	221	7	1
0.87	0.03	221	9	1
0.87	0.04	221	12	1
0.87	0.05	222	14	1
0.87	0.06	222	16	1
0.87	0.07	222	18	1
0.87	0.08	222	21	1
0.87	0.09	222	23	1
0.87	0.1	222	26	1
0.87	0.11	222	29	1
0.87	0.12	222	30	1
0.87	0.13	222	33	1
0.87	0.14	223	37	1
0.87	0.15	223	40	1
0.87	0.16	224	41	1
0.87	0.17	224	44	2
0.87	0.18	224	47	2
0.87	0.19	224	49	3
0.87	0.2	224	51	3
0.87	0.21	224	54	4
0.87	0.22	224	55	4
0.87	0.23	224	58	4
0.87	0.24	224	61	3
0.87	0.25	224	64	3
0.87	0.26	224	65	3
0.87	0.27	223	69	3
0.87	0.28	222	73	2
0.87	0.29	222	75	2
0.87	0.3	221	78	2
0.87	0.31	221	81	2
0.87	0.32	221	82	2
0.87	0.33	221	85	1
0.87	0.34	221	88	1
0.87	0.35	221	90	1
0.87	0.36	221	92	1
0.87	0.37	221	96	1
0.87	0.38	221	99	1
0.87	0.39	221	100	1
0.87	0.4	221	103	1
0.87	0.41	221	106	1
0.87	0.42	221	107	1
0.87	0.43	221	110	1
0.87	0.44	222	113	1
0.87	0.45	222	116	1
0.87	0.46	222	118	1
0.87	0.47	222	122	1
0.87	0.48	223	125	1
0.87	0.49	223	127	1
0.87	0.5	223	130	0
0.87	0.51	223	132	0
0.87	0.52	223	134	0
0.87	0.53	223	137	0
0.87	0.54	224	139	0
0.87	0.55	223	142	0
0.87	0.56	223	144	0
0.87	0.57	223	147	1
0.87	0.58	223	150	1
0.87	0.59	223	151	1
0.87	0.6	223	154	1
0.87	0.61	224	157	1
0.87	0.62	224	158	1
0.87	0.63	223	161	1
0.87	0.64	223	164	1
0.87	0.65	222	168	1
0.87	0.66	222	169	1
0.87	0.67	221	173	1
0.87	0.68	221	176	1
0.87	0.69	220	177	1
0.87	0.7	221	180	1
